"Permit #","Record Type","Permit Type","Record Status","Open Date","Updated Date","Date Assigned","Date Status","Task","Status","Description","APN","Address"
"Y19-122","Planning Project","Design Review Commercial","Approved","10/17/2019","2/20/2020","2/18/2020","2/20/2020","Engineering Review","Comments","TARGET NEW BUILDING","174230011","1871 N MAIN ST, WALCR, CA "
"Y19-122","Planning Project","Design Review Commercial","Approved","10/17/2019","5/26/2020","5/26/2020","5/20/2020","Close Out","Approved","TARGET NEW BUILDING","174230011","1871 N MAIN ST, WALCR, CA "
"Y19-122","Planning Project","Design Review Commercial","Approved","10/17/2019","5/26/2020","5/21/2020","5/20/2020","Design Review Commission","Approved","TARGET NEW BUILDING","174230011","1871 N MAIN ST, WALCR, CA "
"Y19-122","Planning Project","Design Review Commercial","Approved","10/17/2019","5/21/2020","5/21/2020","5/20/2020","Staff Analysis","Hearing & Staff Level","TARGET NEW BUILDING","174230011","1871 N MAIN ST, WALCR, CA "
"Y19-122","Planning Project","Design Review Commercial","Approved","10/17/2019","5/21/2020","2/18/2020","5/21/2020","Planning Review","No Comments","TARGET NEW BUILDING","174230011","1871 N MAIN ST, WALCR, CA "
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","10/21/2019","10/21/2019","10/21/2019","Building Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","10/21/2019","10/21/2019","10/21/2019","Intake Review","Application Accepted","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","11/1/2019","10/21/2019","10/28/2019","Engineering Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","10/31/2019","10/21/2019","10/31/2019","Traffic Engineering Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","11/7/2019","11/7/2019","11/7/2019","Consolidated Comments","Deemed Incomplete","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","11/7/2019","10/21/2019","11/7/2019","Planning Review","Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","11/7/2019","","11/7/2019","CEQA Review","Project Exempt","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","12/4/2019","11/7/2019","12/4/2019","Resubmittal","Route for Review","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","12/5/2019","12/4/2019","12/5/2019","Planning Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","2/7/2020","12/5/2019","12/23/2019","Consolidated Comments","Deemed Complete","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","2/7/2020","2/3/2020","1/9/2020","Staff Analysis","Set for Hearing","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","2/7/2020","12/4/2019","2/23/2020","Planning Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","3/2/2020","2/7/2020","2/27/2020","Planning Commission","Approved","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","3/2/2020","12/4/2019","3/2/2020","Planning Review","No Comments","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","3/2/2020","3/2/2020","3/2/2020","Consolidated Comments","Deemed Complete","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","3/11/2020","3/11/2020","3/11/2020","Staff Level Decision","Approved","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-123","Planning Project","Use Permit Conditional","Close Out","10/21/2019","3/11/2020","3/2/2020","3/11/2020","Staff Analysis","Staff Level Decision","CAJSKI VARIANCE ADDITION","174130004","1813 PARKSIDE DR, WALCR, CA 94597"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","10/21/2019","10/21/2019","10/21/2019","Intake Review","Application Accepted","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","11/1/2019","10/22/2019","11/1/2019","Engineering Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","CEQA Review","IS Preparation","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","Traffic Engineering Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","Resubmittal","Route for Review","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","Planning Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","Building Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","Consolidated Comments","Deemed Incomplete","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/2/2020","4/2/2020","4/2/2020","CEQA Review","Project Exempt","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/7/2020","4/2/2020","4/7/2020","Traffic Engineering Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/14/2020","4/2/2020","4/14/2020","Engineering Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/17/2020","4/2/2020","4/17/2020","Building Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/27/2020","4/2/2020","4/17/2020","Planning Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/27/2020","4/2/2020","4/17/2020","Other Review","Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","4/27/2020","4/27/2020","4/17/2020","Consolidated Comments","Deemed Incomplete","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","3/29/2021","3/29/2021","3/29/2021","Consolidated Comments","Deemed Complete","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","3/29/2021","3/29/2021","3/29/2021","Planning Review","No Comments","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","3/29/2021","7/9/2020","3/29/2021","Resubmittal","Route for Review","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","3/29/2021","3/29/2021","3/29/2021","Planning Commission","Completed","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-124","Planning Project","Other","Close Out","10/21/2019","3/29/2021","3/29/2021","3/29/2021","Staff Analysis","Set for Hearing","ADIB'S MIXED USE - PRE APP","183030005","1426 S MAIN ST, WALCR, CA 94596"
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","10/22/2019","10/22/2019","10/22/2019","Intake Review","Application Accepted","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/1/2019","10/22/2019","11/1/2019","Traffic Engineering Review","No Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/1/2019","10/22/2019","11/1/2019","Building Review","No Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/13/2019","","11/4/2019","CEQA Review","Project Exempt","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/4/2019","10/22/2019","11/4/2019","Planning Review","Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/4/2019","11/4/2019","11/4/2019","Engineering Review","Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","11/13/2019","11/4/2019","11/4/2019","Consolidated Comments","Deemed Incomplete","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","1/28/2020","11/13/2019","1/23/2020","Resubmittal","Route for Review","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","1/28/2020","1/28/2020","1/28/2020","Other Review","No Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","2/5/2020","1/28/2020","2/5/2020","Engineering Review","No Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","2/12/2020","2/12/2020","2/12/2020","Consolidated Comments","Deemed Complete","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","2/12/2020","1/28/2020","2/12/2020","Planning Review","No Comments","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","3/11/2020","2/12/2020","3/4/2020","Staff Analysis","Staff Level Decision","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-125","Planning Project","Design Review Commercial","Close Out","10/22/2019","3/11/2020","3/11/2020","3/17/2020","Staff Level Decision","Approved","BIERHAUS FACADE IMPROVEMENTS","178230030","1360 LOCUST ST, WALCR, CA "
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","10/23/2019","10/23/2019","10/23/2019","Intake Review","Application Accepted","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","10/25/2019","10/23/2019","10/25/2019","Building Review","No Comments","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","10/31/2019","10/27/2019","10/31/2019","Engineering Review","No Comments","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/13/2019","10/23/2019","11/8/2019","Planning Review","Comments","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/13/2019","10/23/2019","11/8/2019","Traffic Engineering Review","No Comments","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/13/2019","11/13/2019","11/8/2019","Consolidated Comments","Deemed Incomplete","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/13/2019","","11/13/2019","CEQA Review","Project Exempt","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/25/2019","11/25/2019","11/21/2019","Consolidated Comments","Deemed Complete","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/25/2019","11/25/2019","11/21/2019","Planning Review","No Comments","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/25/2019","11/13/2019","11/25/2019","Resubmittal","Route for Review","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/25/2019","11/25/2019","11/26/2019","Staff Analysis","Staff Level Decision","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","11/25/2019","11/25/2019","11/26/2019","Staff Level Decision","Approved","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-126","Planning Project","Design Review Commercial","Approved - Closed","10/23/2019","1/27/2020","11/25/2019","12/9/2019","Close Out","Approved - Closed","EBMUD CANOPY AND SITE IMPROVEMENTS","171080011","2658 N MAIN ST, WALCR, CA 94597"
"Y19-127","Planning Project","Other","Approved","10/23/2019","10/23/2019","10/23/2019","10/23/2019","Intake Review","Application Accepted","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","10/24/2019","10/23/2019","10/24/2019","Building Review","No Comments","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","10/29/2019","10/29/2019","10/29/2019","Engineering Review","No Comments","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","10/31/2019","10/23/2019","10/31/2019","Traffic Engineering Review","No Comments","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","1/21/2020","1/21/2020","1/21/2020","Planning Review","Comments","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","1/21/2020","","1/21/2020","CEQA Review","Project Exempt","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","1/21/2020","1/21/2020","1/21/2020","Consolidated Comments","Deemed Incomplete","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","2/6/2020","1/21/2020","2/6/2020","Resubmittal","Route for Review","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","2/10/2020","2/10/2020","2/10/2020","Consolidated Comments","Deemed Complete","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","2/10/2020","2/10/2020","2/10/2020","Staff Analysis","Set for Hearing","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","2/10/2020","2/6/2020","2/10/2020","Planning Review","No Comments","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","5/29/2020","2/10/2020","4/15/2020","Design Review Commission","Approved","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-127","Planning Project","Other","Approved","10/23/2019","5/29/2020","5/29/2020","4/15/2020","Close Out","Approved","GROWERS SQUARE MSP AMENDMENT","178192016","1646 N CALIFORNIA BL, WALCR, CA "
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","10/24/2019","10/24/2019","10/24/2019","Intake Review","Application Accepted","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","10/31/2019","10/24/2019","10/31/2019","Traffic Engineering Review","No Comments","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","11/1/2019","10/25/2019","11/1/2019","Engineering Review","No Comments","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","11/5/2019","10/24/2019","11/5/2019","Building Review","No Comments","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","11/5/2019","10/24/2019","11/5/2019","Planning Review","Comments","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","11/5/2019","","11/5/2019","CEQA Review","Project Exempt","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","11/5/2019","11/5/2019","11/5/2019","Consolidated Comments","Deemed Incomplete","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","1/23/2020","1/23/2020","12/23/2019","Planning Review","No Comments","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","1/23/2020","1/23/2020","12/23/2019","Consolidated Comments","Deemed Complete","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","1/23/2020","1/23/2020","12/23/2019","Staff Analysis","Staff Level Decision","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","1/23/2020","11/5/2019","1/13/2020","Resubmittal","Route for Review","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-128","Planning Project","Design Review Other","Close Out","10/24/2019","1/23/2020","1/23/2020","1/22/2020","Staff Level Decision","Approved","ROTATOR TAPROOM BANNER SIGN","173131064","1415 PINE ST, WALCR, CA 94596"
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","10/29/2019","10/29/2019","10/29/2019","Intake Review","Application Accepted","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","11/1/2019","11/1/2019","11/1/2019","Engineering Review","No Comments","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","12/2/2019","Planning Review","No Comments","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","","12/3/2019","CEQA Review","Project Exempt","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","12/3/2019","Staff Analysis","Set for Hearing","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","12/3/2019","Traffic Engineering Review","No Comments","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","12/3/2019","Consolidated Comments","Deemed Complete","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","12/20/2019","10/29/2019","12/20/2019","Building Review","No Comments","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","2/13/2020","Planning Commission","Approved","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-130","Planning Project","Use Permit Conditional","Approved - Closed","10/29/2019","3/6/2020","3/6/2020","3/2/2020","Close Out","Approved - Closed","Reiser Bed N Breakfast Inn (Airbnb)","178120009","1854 SHUEY AV, WALCR, CA "
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","11/6/2019","11/6/2019","11/6/2019","Intake Review","Application Accepted","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","11/13/2019","11/6/2019","11/13/2019","Planning Review","Assigned - Notify Applicant","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","11/18/2019","11/13/2019","11/18/2019","Building Review","No Comments","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","11/18/2019","11/18/2019","11/18/2019","Engineering Review","No Comments","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","11/25/2019","11/13/2019","11/25/2019","Traffic Engineering Review","No Comments","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/5/2019","11/6/2019","12/5/2019","Other Review","No Comments","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/5/2019","","12/5/2019","CEQA Review","Project Exempt","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/5/2019","11/13/2019","12/5/2019","Planning Review","No Comments","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/5/2019","12/5/2019","12/5/2019","Consolidated Comments","Deemed Complete","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/13/2019","12/13/2019","12/13/2019","Staff Level Decision","Approved","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","12/13/2019","12/5/2019","12/13/2019","Staff Analysis","Staff Level Decision","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-131","Planning Project","Design Review Commercial","Approved - Closed","11/6/2019","10/21/2020","12/13/2019","10/21/2020","Close Out","Approved - Closed","BASS MEDICAL CANOPIES","143040090","2637 SHADELANDS DR, WALCR, CA 94598"
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/12/2019","11/12/2019","11/12/2019","Intake Review","Application Accepted","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/13/2019","11/12/2019","11/13/2019","Planning Review","Assigned - Notify Applicant","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/14/2019","11/13/2019","11/14/2019","Building Review","Comments","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/22/2019","11/22/2019","11/22/2019","Engineering Review","No Comments","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/25/2019","11/12/2019","11/25/2019","Planning Review","Comments","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
"Y19-132","Planning Project","Use Permit Administrative","Approved - Closed","11/12/2019","11/25/2019","11/13/2019","11/25/2019","Traffic Engineering Review","No Comments","BURGER LOFT AUP","178230002","1389 N MAIN ST, WALCR, CA "
